fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
07. Apr;0.37;0.26;09. Jun;0.05;33;134;0.99608;Mrz 13;0.46;10. Apr;5
05. Jul;0.25;0.21;01. Mai;0.044;21;108;0.99142;03. Mrz;0.59;11;6
05. Aug;0.23;0.21;01. Mai;0.044;21;110;0.99138;03. Mrz;0.57;11;6
05. Apr;0.265;0.28;07. Aug;0.052;27;91;0.99432;Mrz 19;0.38;10. Apr;6
05. Jul;0.25;0.27;10. Aug;0.05;58;116;0.99592;03. Jan;0.5;09. Aug;6
05. Jul;0.25;0.26;12. Mai;0.049;52.5;106;0.99691;03. Aug;0.45;09. Apr;6
05. Sep;0.23;0.28;08. Jun;0.046;37;142;0.99432;Mrz 23;0.53;10. Jun;6
06. Feb;0.3;0.32;01. Feb;0.052;32;185;0.99266;Mrz 28;0.44;10. Jan;5
06. Mai;0.33;0.24;14. Mai;0.048;20;96;0.99456;03. Jun;0.3;11. Mai;8
07. Apr;0.26;0.29;03. Jul;0.048;14;73;0.9915;03. Jun;0.45;11. Apr;6
7;0.2;0.4;01. Jan;0.058;30;93;0.99322;03. Mrz;0.38;09. Feb;6
06. Mai;0.21;0.42;01. Jan;0.059;33;101;0.9927;03. Dez;0.38;09. Jul;6
07. Mrz;0.25;0.27;03. Aug;0.047;16;79;0.99173;03. Jul;0.46;11. Mrz;6
06. Aug;0.27;0.24;04. Jun;0.098;36;127;0.99412;Mrz 15;0.49;09. Jun;6
06. Jul;0.24;0.3;10. Feb;0.07;44;179;0.99666;Feb 86;0.46;08. Sep;6
06. Apr;0.14;0.28;07. Sep;0.057;21;82;0.99425;Mrz 26;0.36;10;6
06. Apr;0.5;0.2;02. Apr;0.059;19;112;0.99314;Mrz 18;0.4;09. Feb;6
06. Jun;0.41;0.27;10. Jul;0.11;20;103;0.99672;03. Aug;0.41;9;6
06. Apr;0.25;0.28;04. Sep;0.03;29;98;0.99024;03. Sep;0.58;12. Aug;7
06. Jun;0.41;0.27;10. Jul;0.11;20;103;0.99672;03. Aug;0.41;9;6
8;0.25;0.35;01. Jan;0.054;13;136;0.99366;03. Aug;0.55;09. Mai;5
06. Apr;0.14;0.28;07. Sep;0.057;21;82;0.99425;Mrz 26;0.36;10;6
06. Jun;0.21;0.34;05. Jun;0.046;30;140;0.99299;Mrz 22;0.38;11;5
06. Apr;0.5;0.2;02. Apr;0.059;19;112;0.99314;Mrz 18;0.4;09. Feb;6
06. Mrz;0.29;0.23;14. Feb;0.037;24;99;0.99528;03. Aug;0.38;10. Jun;6
06. Sep;0.37;0.23;09. Mai;0.057;54;166;0.99568;Mrz 23;0.42;10;5
06. Sep;0.37;0.23;09. Mai;0.057;54;166;0.99568;Mrz 23;0.42;10;5
05. Jul;0.31;0.28;04. Jan;0.03;22;86;0.99062;Mrz 31;0.38;11. Jul;7
06. Sep;0.45;0.27;04. Jul;0.035;17;80;0.99058;03. Dez;0.36;12. Mai;7
06. Sep;0.3;0.45;01. Apr;0.039;36;122;0.99059;03. Jul;0.47;11. Jan;7
05. Mrz;0.23;0.56;0.9;0.041;46;141;0.99119;Mrz 16;0.62;09. Jul;5
06. Aug;0.3;0.26;20. Mrz;0.037;45;150;0.99727;03. Apr;0.38;12. Mrz;6
06. Jul;0.28;0.42;03. Mai;0.035;43;105;0.99021;Mrz 18;0.38;12. Feb;6
5;0.255;0.22;02. Jul;0.043;46;153;0.99238;Mrz 75;0.76;11. Mrz;6
07. Jun;0.4;0.27;01. Feb;0.053;23;193;0.99164;Mrz 22;0.38;11. Jun;5
05. Mai;0.21;0.25;01. Feb;0.04;18;75;0.99006;Mrz 31;0.56;11. Mrz;6
6;0.2;0.25;2;0.041;30;95;0.99078;Mrz 27;0.56;11. Jan;6
06. Jan;0.17;0.29;01. Jan;0.041;32;92;0.99036;Mrz 26;0.57;11. Feb;6
07. Mai;0.21;0.29;01. Mai;0.046;35;107;0.99123;Mrz 15;0.45;11. Mrz;6
07. Mrz;0.26;0.32;01. Feb;0.041;29;94;0.98978;03. Jul;0.45;12;6
06. Feb;0.35;0.2;18. Jan;0.069;33;158;0.99908;Mrz 15;0.5;08. Aug;6
06. Feb;0.35;0.2;18. Jan;0.069;33;158;0.99908;Mrz 15;0.5;08. Aug;6
06. Mai;0.43;0.31;03. Jun;0.046;19;143;0.99022;Mrz 15;0.34;12;8
06. Mai;0.4;0.31;03. Mai;0.046;22;147;0.99024;Mrz 15;0.31;12;7
07. Apr;0.28;0.5;12. Jan;0.049;48;122;0.9973;03. Jan;0.44;9;5
06. Mrz;0.23;0.22;17.45;0.054;42;151;0.99853;03. Dez;0.6;09. Mrz;6
06. Feb;0.34;0.25;12. Jan;0.059;33;171;0.99769;Mrz 14;0.56;08. Jul;6
06. Jun;0.44;0.32;3;0.095;13;75;0.98954;03. Jan;0.63;12. Aug;6
6;0.13;0.36;01. Jun;0.052;23;72;0.98974;03. Jan;0.5;11. Mai;7
06. Mrz;0.17;0.23;05. Jul;0.048;44;147;0.99382;03. Aug;0.54;10;5
06. Mrz;0.18;0.22;05. Jun;0.047;45;147;0.99383;03. Sep;0.54;10;5
06. Jul;0.31;0.34;06. Aug;0.059;51;215;0.99538;Mrz 33;0.56;10. Mrz;5
06. Jun;0.33;0.32;15. Jun;0.054;62;227;0.99734;Mrz 25;0.56;10. Apr;5
06. Mrz;0.34;0.31;6;0.02;18;68;0.98981;Mrz 22;0.29;13. Apr;7
06. Aug;0.29;0.32;01. Aug;0.032;18;130;0.99095;03. Mai;0.62;11. Feb;6
07. Apr;0.31;0.26;08. Jun;0.048;47;206;0.9964;Mrz 26;0.36;09. Jan;5
07. Apr;0.31;0.26;08. Jun;0.048;47;206;0.9964;Mrz 26;0.36;09. Jan;5
05. Jul;0.25;0.27;11. Mai;0.04;24;120;0.99411;Mrz 33;0.31;10. Aug;6
06. Aug;0.27;0.28;07. Aug;0.038;26;89;0.9915;Mrz 24;0.34;12. Mai;6
05. Sep;0.26;0.24;02. Apr;0.046;27;132;0.99234;Mrz 63;0.73;11. Mrz;5
05. Sep;0.65;0.23;5;0.035;20;128;0.99016;Mrz 46;0.48;12. Aug;6
07. Apr;0.31;0.26;08. Jun;0.048;47;206;0.9964;Mrz 26;0.36;09. Jan;5
06. Jun;0.23;0.32;01. Mai;0.041;8;72;0.98949;Mrz 22;0.39;12. Jul;6
06. Aug;0.18;0.35;05. Apr;0.054;53;143;0.99287;03. Jan;0.54;11;7
06. Aug;0.28;0.29;11. Sep;0.052;51;149;0.99544;03. Feb;0.58;10. Apr;6
06. Aug;0.28;0.29;11. Sep;0.052;51;149;0.99544;03. Feb;0.58;10. Apr;6
05. Sep;0.27;0.27;9;0.051;43;136;0.9941;Mrz 25;0.53;10. Jul;6
06. Jan;0.25;0.28;10;0.055;56;131;0.994;Mrz 22;0.35;10. Sep;6
06. Aug;0.28;0.29;11. Sep;0.052;51;149;0.99544;03. Feb;0.58;10. Apr;6
06. Aug;0.26;0.29;11. Sep;0.052;54;160;0.99546;03. Mrz;0.58;10. Apr;6
07. Jan;0.13;0.29;15. Mai;0.064;56;115.5;0.99737;Mrz 16;0.41;09. Jul;7
06. Aug;0.18;0.35;05. Apr;0.054;53;143;0.99287;03. Jan;0.54;11;7
06. Feb;0.2;0.25;15;0.055;8;120;0.99767;Mrz 19;0.53;09. Jun;6
05. Aug;0.24;0.28;01. Apr;0.038;40;76;0.98711;03. Jan;0.29;13. Sep;7
07. Jun;0.48;0.31;09. Apr;0.046;6;194;0.99714;03. Jul;0.61;09. Apr;5
07. Apr;0.26;0.32;03. Jul;0.032;29;193;0.99134;03. Jan;0.67;12. Mai;6
06. Feb;0.2;0.25;15;0.055;8;120;0.99767;Mrz 19;0.53;09. Jun;6
06. Jan;0.3;0.47;01. Apr;0.049;50;187;0.9927;Mrz 19;0.45;09. Mai;5
06. Feb;0.32;0.5;06. Mai;0.048;61;186;0.9948;Mrz 19;0.45;09. Jun;5
06. Jan;0.3;0.47;01. Apr;0.049;50;187;0.9927;Mrz 19;0.45;09. Mai;5
06. Mrz;0.34;0.52;06. Mrz;0.047;63;186;0.99481;Mrz 18;0.44;09. Jun;5
07. Apr;0.16;0.3;13. Jul;0.056;33;168;0.99825;02. Sep;0.44;08. Jul;7
07. Apr;0.16;0.3;13. Jul;0.056;33;168;0.99825;02. Sep;0.44;08. Jul;7
07. Apr;0.16;0.3;13. Jul;0.056;33;168;0.99825;02. Sep;0.44;08. Jul;7
07. Apr;0.16;0.3;13. Jul;0.056;33;168;0.99825;02. Sep;0.44;08. Jul;7
07. Apr;0.16;0.3;13. Jul;0.056;33;168;0.99825;02. Sep;0.44;08. Jul;7
07. Apr;0.16;0.3;13. Jul;0.056;33;168;0.99825;02. Sep;0.44;08. Jul;7
07. Feb;0.26;0.38;01. Mai;0.061;12;120;0.99192;Mrz 18;0.46;10. Apr;5
7;0.31;0.35;01. Jun;0.063;13;119;0.99184;Mrz 22;0.5;10. Jul;5
06. Jun;0.22;0.35;01. Apr;0.05;23;83;0.99019;Mrz 17;0.48;12;7
05. Aug;0.23;0.31;03. Mai;0.044;35;158;0.98998;Mrz 19;0.37;12. Jan;7
06. Mrz;0.17;0.32;1;0.04;39;118;0.98886;Mrz 31;0.4;13. Jan;8
6;0.19;0.26;01. Apr;0.039;30;104;0.98998;Mrz 32;0.41;12. Apr;6
06. Jul;0.21;0.34;01. Mai;0.035;45;123;0.98949;Mrz 24;0.36;12. Jun;7
07. Apr;0.16;0.3;13. Jul;0.056;33;168;0.99825;02. Sep;0.44;08. Jul;7
06. Jun;0.22;0.37;01. Jun;0.04;31;101;0.99009;Mrz 15;0.66;12;5
06. Aug;0.34;0.27;05. Feb;0.06;14;169;0.99252;Mrz 27;0.57;11. Jun;6
07. Jan;0.34;0.86;01. Apr;0.174;36;99;0.99288;Feb 92;0.5;09. Mrz;5
06. Mrz;0.24;0.22;11. Sep;0.05;65;179;0.99659;03. Jun;0.58;09. Mrz;6
06. Sep;0.35;0.39;02. Apr;0.048;25;157;0.99133;03. Feb;0.54;11. Jan;7
06. Aug;0.24;0.33;03. Feb;0.049;68;161;0.99324;03. Jan;0.69;10. Feb;6
06. Apr;0.25;0.33;01. Jul;0.037;35;113;0.99164;Mrz 23;0.66;10. Jun;6
05. Aug;0.19;0.33;04. Feb;0.038;49;133;0.99107;Mrz 16;0.42;11. Mrz;7
06. Sep;0.24;0.4;15. Apr;0.052;81;198;0.9986;03. Feb;0.69;09. Apr;5
06. Mai;0.31;0.61;13;0.053;31;123;0.99708;03. Sep;0.5;09. Mrz;6
06. Jun;0.25;0.32;05. Jun;0.039;15;68;0.99163;Feb 96;0.52;11. Jan;6
07. Mai;0.38;0.56;09. Jul;0.055;15;170;0.99605;Mrz 13;0.65;09. Sep;6
06. Feb;0.3;0.3;02. Mai;0.041;29;82;0.99065;Mrz 31;0.61;11. Aug;7
06. Apr;0.33;0.28;4;0.04;24;81;0.9903;Mrz 26;0.64;12. Jun;7
06. Sep;0.24;0.4;15. Apr;0.052;81;198;0.9986;03. Feb;0.69;09. Apr;5
07. Jun;0.27;0.32;01. Feb;0.043;23;72;0.99236;03. Jun;0.68;10. Mai;5
05. Sep;0.24;0.34;2;0.037;40;108;0.98948;Mrz 19;0.5;12. Mrz;6
05. Mrz;0.33;0.3;01. Feb;0.048;25;119;0.99045;Mrz 32;0.62;11. Mrz;6
06. Apr;0.21;0.21;05. Jan;0.097;21;105;0.9939;03. Jul;0.46;09. Jun;5
7;0.22;0.3;01. Apr;0.04;14;63;0.98985;03. Feb;0.33;12;6
07. Aug;0.27;0.35;01. Feb;0.05;36;140;0.99138;03. Sep;0.45;11. Feb;5
06. Jul;0.2;0.24;06. Mai;0.044;28;100;0.99348;03. Dez;0.33;10. Feb;6
08. Jan;0.27;0.33;01. Mrz;0.045;26;100;0.99066;Feb 98;0.44;12. Apr;6
06. Jul;0.2;0.24;06. Mai;0.044;28;100;0.99348;03. Dez;0.33;10. Feb;6
07. Jan;0.45;0.24;02. Jul;0.04;24;87;0.98862;Feb 94;0.38;13. Apr;8
05. Aug;0.22;0.29;01. Mrz;0.036;25;68;0.98865;Mrz 24;0.35;12. Jun;6
06. Mrz;0.3;0.48;07. Apr;0.053;34;149;0.99472;Mrz 18;0.53;09. Aug;5
07. Sep;0.36;0.53;12. Sep;0.049;63;139;0.99792;Feb 94;0.45;09. Jan;5
08. Jan;0.27;0.33;01. Mrz;0.045;26;100;0.99066;Feb 98;0.44;12. Apr;6
8;0.24;0.33;01. Feb;0.044;28;101;0.99035;03. Mrz;0.43;12. Mai;6
06. Jul;0.41;0.27;02. Jun;0.033;25;85;0.99086;03. Mai;0.34;11. Jul;6
06. Jul;0.24;0.31;02. Mrz;0.044;37;113;0.99013;Mrz 29;0.46;12. Sep;6
06. Feb;0.3;0.32;01. Mrz;0.054;27;183;0.99266;03. Mrz;0.43;10. Jan;5
06. Sep;0.26;0.38;10. Mai;0.044;33;139;0.99517;03. Jun;0.5;10. Mrz;6
06. Jul;0.41;0.27;02. Jun;0.033;25;85;0.99086;03. Mai;0.34;11. Jul;6
05. Sep;0.32;0.2;14. Apr;0.05;29;144;0.99666;Mrz 24;0.41;10. Mrz;6
06. Jan;0.25;0.3;01. Feb;0.036;42;107;0.991;Mrz 34;0.56;10. Aug;7
05. Jun;0.23;0.29;03. Jan;0.023;19;89;0.99068;Mrz 25;0.51;11. Feb;6
06. Jun;0.23;0.32;01. Jul;0.024;26;102;0.99084;Mrz 29;0.6;11. Aug;6
6;0.17;0.21;6;0.05;26;134;0.9939;03. Aug;0.54;09. Aug;6
07. Jan;0.38;0.42;11. Aug;0.041;32;193;0.99624;03. Apr;0.49;10;6
06. Jun;0.31;0.37;06. Feb;0.052;13;164;0.99602;Mrz 24;0.39;08. Aug;4
06. Mai;0.38;0.53;01. Apr;0.142;5;69;0.9926;Mrz 14;0.52;10. Jan;4
7;0.44;0.24;12. Jan;0.056;68;210;0.99718;03. Mai;0.5;09. Mai;5
7;0.44;0.24;12. Jan;0.056;68;210;0.99718;03. Mai;0.5;09. Mai;5
7;0.44;0.24;12. Jan;0.056;68;210;0.99718;03. Mai;0.5;09. Mai;5
06. Jan;0.38;0.14;03. Sep;0.06;27;113;0.99344;03. Jul;0.34;09. Feb;4
8;0.33;0.32;04. Jun;0.041;31;180;0.99184;Feb 92;0.74;12. Feb;6
7;0.44;0.24;12. Jan;0.056;68;210;0.99718;03. Mai;0.5;09. Mai;5
6;0.19;0.29;01. Feb;0.046;29;92;0.99033;Mrz 22;0.53;11. Mrz;6
06. Mrz;0.28;0.34;08. Jan;0.038;44;129;0.99248;Mrz 26;0.29;12. Jan;6
06. Jan;0.38;0.14;03. Sep;0.06;27;113;0.99344;03. Jul;0.34;09. Feb;4
05. Mrz;0.43;0.11;01. Jan;0.029;6;51;0.99076;Mrz 51;0.48;11. Feb;4
05. Apr;0.22;0.35;06. Mai;0.029;26;87;0.99092;Mrz 29;0.44;12. Mai;7
06. Feb;0.345;0.27;10. Jan;0.056;38;187;0.99486;Mrz 31;0.56;10. Jun;5
05. Jun;0.255;0.57;10. Jul;0.056;66;171;0.99464;Mrz 25;0.61;10. Apr;7
05. Feb;0.2;0.27;03. Feb;0.047;16;93;0.99235;Mrz 44;0.53;10. Jan;7
06. Feb;0.29;0.23;12. Apr;0.048;33;201;0.99612;03. Nov;0.56;09. Sep;6
06. Mrz;0.26;0.25;05. Feb;0.046;11;133;0.99202;Feb 97;0.68;11;6
6;0.22;0.23;5;0.045;10;122;0.99261;Feb 94;0.63;10;6
07. Mai;0.35;0.37;02. Mai;0.066;29;89;0.98964;Mrz 14;0.42;12. Jul;6
06. Jun;0.39;0.28;09. Feb;0.036;10;92;0.99206;03. Jul;0.35;12. Jan;6
06. Mrz;0.23;0.33;06. Sep;0.052;23;118;0.9938;Mrz 23;0.46;10. Apr;6
06. Mrz;0.22;0.3;2;0.05;23;120;0.99204;Mrz 24;0.47;10. Apr;6
06. Apr;0.29;0.18;15;0.04;21;116;0.99736;Mrz 14;0.5;09. Feb;5
06. Apr;0.29;0.18;15;0.04;21;116;0.99736;Mrz 14;0.5;09. Feb;5
07. Mai;0.23;0.3;01. Feb;0.03;27;80;0.99192;03. Mai;0.68;10. Mai;5
06. Apr;0.29;0.18;15;0.04;21;116;0.99736;Mrz 14;0.5;09. Feb;5
05. Jul;0.28;0.36;01. Aug;0.041;38;90;0.99002;Mrz 27;0.98;11. Sep;7
06. Mai;0.26;0.24;10. Aug;0.042;47;130;0.996;03. Aug;0.4;10. Jan;6
06. Apr;0.27;0.29;03. Sep;0.034;62;140;0.99237;03. Jan;0.59;11. Jan;6
05. Sep;0.22;0.29;04. Feb;0.037;69;144;0.99214;Mrz 13;0.74;10. Aug;7
06. Aug;0.26;0.26;2;0.019;23. Mai;72;0.99041;Mrz 16;0.47;11. Aug;6
07. Jun;0.36;0.48;13. Mai;0.038;44;116;0.9982;03. Apr;0.48;09. Feb;5
07. Jun;0.35;0.47;13. Mrz;0.037;42;116;0.99822;03. Apr;0.5;09. Feb;5
05. Jul;0.18;0.26;02. Feb;0.023;21;95;0.9893;03. Jul;0.54;12. Mrz;6
06. Jun;0.36;0.47;01. Apr;0.145;26;124;0.99274;03. Sep;0.56;10. Jan;6
05. Sep;0.14;0.2;01. Jun;0.04;26;114;0.99105;Mrz 25;0.45;11. Apr;6
05. Mai;0.23;0.19;02. Feb;0.044;39;161;0.99209;Mrz 19;0.43;10. Apr;6
06. Jul;0.11;0.26;14. Aug;0.053;44;95;0.99676;03. Feb;0.35;09. Aug;6
7;0.24;0.24;01. Aug;0.047;29;91;0.99251;03. Mrz;0.43;09. Sep;6
06. Jul;0.11;0.26;14. Aug;0.053;44;95;0.99676;03. Feb;0.35;09. Aug;6
05. Mrz;0.47;0.1;01. Mrz;0.036;11;74;0.99082;Mrz 48;0.54;11. Feb;4
07. Mai;0.29;0.24;09. Sep;0.058;25;115;0.99567;Mrz 15;0.46;10. Sep;5
6;0.33;0.26;05. Jan;0.051;16;119;0.99416;Mrz 15;0.41;09. Feb;5
6;0.33;0.26;05. Jan;0.051;16;119;0.99416;Mrz 15;0.41;09. Feb;5
05. Aug;0.32;0.23;01. Mai;0.033;39;121;0.9887;Feb 96;0.35;12;5
05. Aug;0.3;0.23;01. Mai;0.034;37;121;0.98871;Feb 96;0.34;12. Jan;6
03. Aug;0.31;0.02;11. Jan;0.036;20;114;0.99248;Mrz 75;0.44;12. Apr;6
06. Feb;0.36;0.22;Mai 25;0.038;44;145;0.99184;Mrz 22;0.4;11. Feb;6
6;0.31;0.27;02. Mrz;0.042;19;120;0.98952;Mrz 32;0.41;12. Jul;7
06. Sep;0.52;0.54;07. Sep;0.036;23;169;0.99267;Mrz 26;0.47;12. Feb;6
7;0.55;0.05;8;0.036;19;164;0.99269;Mrz 26;0.46;12. Feb;6
05. Aug;0.2;0.16;01. Apr;0.042;44;99;0.98912;Mrz 23;0.37;12. Feb;6
06. Feb;0.36;0.22;Mai 25;0.038;44;145;0.99184;Mrz 22;0.4;11. Feb;6
6;0.31;0.27;02. Mrz;0.042;19;120;0.98952;Mrz 32;0.41;12. Jul;7
6;0.29;0.27;02. Mrz;0.044;20;117;0.9895;Mrz 31;0.41;12. Jul;7
05. Jul;0.22;0.29;03. Mai;0.04;27;146;0.98999;Mrz 17;0.36;12. Jan;6
07. Jan;0.46;0.23;13. Jul;0.045;44;192;0.9981;03. Nov;0.53;09. Apr;5
06. Jun;0.21;0.3;09. Sep;0.041;64;174;0.995;03. Jul;0.5;10. Jan;6
06. Sep;0.42;0.2;15. Apr;0.043;57;201;0.99848;03. Aug;0.54;09. Apr;5
05. Jul;0.22;0.2;16;0.044;41;113;0.99862;Mrz 22;0.46;08. Sep;6
05. Jul;0.22;0.2;16;0.044;41;113;0.99862;Mrz 22;0.46;08. Sep;6
05. Jul;0.22;0.2;16;0.044;41;113;0.99862;Mrz 22;0.46;08. Sep;6
05. Jul;0.22;0.2;16;0.044;41;113;0.99862;Mrz 22;0.46;08. Sep;6
05. Feb;0.31;0.2;02. Apr;0.027;27;117;0.98886;Mrz 56;0.45;13;7
07. Feb;0.22;0.35;05. Mai;0.054;37;183;0.99474;03. Aug;0.5;10. Mrz;5
05. Jun;0.18;0.29;02. Mrz;0.04;5;47;0.99126;03. Jul;0.45;10. Jan;4
06. Feb;0.24;0.27;16. Aug;0.04;48;129;0.99691;Mrz 23;0.38;10. Mai;6
05. Jul;0.22;0.2;16;0.044;41;113;0.99862;Mrz 22;0.46;08. Sep;6
05. Jul;0.26;0.24;17. Aug;0.059;23;124;0.99773;03. Mrz;0.5;10. Jan;5
05. Jul;0.26;0.24;17. Aug;0.059;23;124;0.99773;03. Mrz;0.5;10. Jan;5
6;0.2;0.26;06. Aug;0.049;22;93;0.9928;Mrz 15;0.42;11;6
6;0.2;0.26;06. Aug;0.049;22;93;0.9928;Mrz 15;0.42;11;6
6;0.2;0.26;06. Aug;0.049;22;93;0.9928;Mrz 15;0.42;11;6
6;0.2;0.26;06. Aug;0.049;22;93;0.9928;Mrz 15;0.42;11;6
07. Jun;0.28;0.17;01. Jun;0.046;28;117;0.99288;03. Aug;0.43;10;5
7;0.2;0.33;04. Jul;0.03;25;76;0.99202;Feb 88;0.54;10. Mai;6
06. Jun;0.26;0.27;11. Aug;0.048;28;112;0.99606;Feb 87;0.49;09. Jul;6
05. Jul;0.26;0.24;17. Aug;0.059;23;124;0.99773;03. Mrz;0.5;10. Jan;5
07. Feb;0.21;0.36;15. Jul;0.045;68;183;0.99922;Mrz 25;0.76;09. Apr;5
06. Sep;0.22;0.32;05. Aug;0.041;20;119;0.99296;Mrz 17;0.55;11. Feb;6
07. Feb;0.21;0.36;15. Jul;0.045;68;183;0.99922;Mrz 25;0.76;09. Apr;5
07. Apr;0.22;0.28;9;0.046;22;121;0.99468;03. Jan;0.55;10. Aug;5
07. Feb;0.21;0.36;15. Jul;0.045;68;183;0.99922;Mrz 25;0.76;09. Apr;5
06. Sep;0.22;0.32;05. Aug;0.041;20;119;0.99296;Mrz 17;0.55;11. Feb;6
7;0.2;0.35;08. Aug;0.037;31;103;0.99388;Mrz 13;0.49;11;6
05. Jun;0.26;0;10. Feb;0.038;13;111;0.99315;Mrz 44;0.46;12. Apr;6
06. Mrz;0.28;0.3;06. Jun;0.208;60;154;0.99478;03. Jan;0.4;09. Apr;6
06. Apr;0.29;0.3;06. Mai;0.209;62;156;0.99478;03. Jan;0.4;09. Apr;5
07. Feb;0.34;0.23;08. Sep;0.105;22;155;0.99692;03. Jan;0.58;09. Mai;5
07. Jan;0.39;0.39;11. Jan;0.034;25;204;0.99616;03. Mai;0.52;10;6
06. Sep;0.26;0.29;04. Feb;0.043;33;114;0.9902;Mrz 16;0.31;12. Mai;6
06. Jan;0.24;0.25;01. Jun;0.044;24;115;0.9921;Mrz 39;0.59;10. Sep;6
05. Sep;0.25;0.24;07. Apr;0.044;21;113;0.99462;Mrz 38;0.58;10. Mai;6
06. Jan;0.24;0.27;11. Mai;0.05;51;133;0.99476;Mrz 22;0.37;10. Aug;6
06. Mai;0.22;0.27;01. Jun;0.039;36;116;0.99178;Mrz 38;0.57;11;7
06. Feb;0.26;0.29;2;0.036;16;87;0.99081;Mrz 33;0.61;11. Aug;6
06. Jun;0.34;0.25;04. Aug;0.038;16;121;0.99198;Mrz 36;0.71;12. Jun;6
05. Jun;0.225;0.24;09. Aug;0.054;59;140;0.99545;Mrz 17;0.39;10. Feb;6
07. Jan;0.23;0.28;01. Sep;0.046;33;103;0.98997;03. Dez;0.31;12;5
06. Sep;0.26;0.29;04. Feb;0.043;33;114;0.9902;Mrz 16;0.31;12. Mai;6
06. Apr;0.27;0.3;01. Jun;0.04;19;86;0.99089;Mrz 32;0.65;11. Mai;6
06. Mrz;0.41;0.22;07. Mrz;0.035;23;117;0.99172;03. Feb;0.39;Nov 94;7
06. Jul;0.41;0.24;05. Apr;0.035;33;115;0.9901;03. Dez;0.44;128.933.333.333.333;7
07. Feb;0.585;0.2;10. Apr;0.086;17;94;0.99681;Mrz 13;0.4;09. Apr;5
06. Jul;0.34;0.26;01. Sep;0.038;58;138;0.9893;3;0.47;12. Feb;7
06. Mrz;0.41;0.22;07. Mrz;0.035;23;117;0.99172;03. Feb;0.39;Nov 94;7
06. Jul;0.41;0.24;05. Apr;0.035;33;115;0.9901;03. Dez;0.44;128.933.333.333.333;7
06. Apr;0.26;0.35;07. Jul;0.056;45;191;0.99527;Mrz 16;0.5;09. Mai;5
06. Mrz;0.28;0.22;11. Mai;0.036;27;150;0.99445;3;0.33;10. Jun;6
07. Apr;0.16;0.33;01. Feb;0.042;47;121;0.99198;03. Apr;0.68;10. Mai;7
08. Apr;0.27;0.3;02. Feb;0.037;36;129;0.99085;Feb 89;0.3;114.666.666.666.667;6
05. Sep;0.2;0.28;1;0.043;45;100;0.99033;03. Apr;0.41;11. Apr;6
06. Apr;0.24;0.26;08. Feb;0.054;47;182;0.99538;03. Dez;0.5;09. Mai;5
07. Apr;0.38;0.34;08. Mrz;0.052;44;168;0.99627;03. Nov;0.52;09. Feb;5
06. Apr;0.24;0.26;08. Feb;0.054;47;182;0.99538;03. Dez;0.5;09. Mai;5
06. Apr;0.42;0.19;09. Mrz;0.043;28;145;0.99433;Mrz 23;0.53;Okt 98;5
06. Apr;0.23;0.26;08. Jan;0.054;47;181;0.9954;03. Dez;0.49;09. Apr;5
06. Apr;0.24;0.26;08. Feb;0.054;47;182;0.99538;03. Dez;0.5;09. Mai;5
07. Apr;0.38;0.34;08. Mrz;0.052;44;168;0.99627;03. Nov;0.52;09. Feb;5
07. Mrz;0.19;0.27;13. Sep;0.057;45;155;0.99807;Feb 94;0.41;08. Aug;8
07. Mrz;0.19;0.27;13. Sep;0.057;45;155;0.99807;Feb 94;0.41;08. Aug;8
07. Mrz;0.19;0.27;13. Sep;0.057;45;155;0.99807;Feb 94;0.41;08. Aug;8
07. Mrz;0.19;0.27;13. Sep;0.057;45;155;0.99807;Feb 94;0.41;08. Aug;8
07. Mrz;0.19;0.27;13. Sep;0.057;45;155;0.99807;Feb 94;0.41;08. Aug;8
07. Mrz;0.19;0.27;13. Sep;0.057;45;155;0.99807;Feb 94;0.41;08. Aug;8
07. Mrz;0.19;0.27;13. Sep;0.057;45;155;0.99807;Feb 94;0.41;08. Aug;8
06. Aug;0.24;0.29;2;0.044;15;96;0.99232;Mrz 23;0.64;10. Apr;8
07. Mrz;0.19;0.27;13. Sep;0.057;45;155;0.99807;Feb 94;0.41;08. Aug;8
07. Apr;0.27;0.52;15. Jul;0.054;36;139;0.99788;03. Apr;0.62;100.333.333.333.333;6
05. Jul;0.28;0.35;01. Feb;0.052;39;141;0.99108;Mrz 44;0.69;11. Mrz;6
05. Aug;0.22;0.25;01. Mai;0.024;21;109;0.99234;Mrz 37;0.58;10. Apr;6
06. Jul;0.27;0.69;01. Feb;0.176;36;106;0.99288;Feb 96;0.43;09. Feb;6
07. Jan;0.2;0.35;03. Feb;0.034;21;107;0.99195;03. Nov;0.54;11. Jan;6
06. Jul;0.27;0.69;01. Feb;0.176;36;106;0.99288;Feb 96;0.43;09. Feb;6
07. Jan;0.23;0.3;02. Jun;0.034;62;148;0.99121;03. Mrz;0.56;11. Mrz;7
07. Jun;0.31;0.52;13. Feb;0.042;61;148;0.99839;Feb 98;0.47;09. Jan;6
07. Feb;0.34;0.28;10. Apr;0.108;43;187;0.99738;Feb 96;0.57;09. Apr;5
7;0.36;0.25;05. Jul;0.015;14;73;0.98963;Feb 82;0.59;13. Feb;6
06. Apr;0.31;0.28;02. Mai;0.039;34;137;0.98946;Mrz 22;0.38;12. Jul;6
